index,entry,name,equation,enzyme,equation_no_coeff
10513,rn:R11658,"ent-sandaracopimaradien-3beta-ol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (oryzalexin D forming)",C21560 + C03024 + C00007 <=> C21562 + C03161 + C00001,1.14.14.123,C21560+C03024+C00007<=>C21562+C03161+C00001
10514,rn:R11659,2-(glutathione-S-yl)-hydroquinone:glutathione oxidoreductase,C21563 + C00051 <=> C00127 + C00530,1.8.5.7,C21563+C00051<=>C00127+C00530
10515,rn:R11660,"chitin, hydrogen-donor:oxygen oxidoreductase (N-acetyl-beta-D-glucosaminyl C1-hydroxylating/C4-dehdrogenating)",C00461(n+m) + C00030 + C00007 <=> C21564 + C00461(m) + C00028 + C00001,1.14.99.53,C00461+C00030+C00007<=>C21564+C00461+C00028+C00001
10516,rn:R11661,2-methyl-3-n-amyl-dihydropyrrole:amine oxidoreductase,C21571 + C00016 <=> C21572 + C01352,,C21571+C00016<=>C21572+C01352
10517,rn:R11662,,C21570 + C21572 + C00002 <=> C21565 + C00008 + C00009,,C21570+C21572+C00002<=>C21565+C00008+C00009
10518,rn:R11663,"4-keto-2-undecylpyrroline, NADPH: oxidoreductase",C21573 + C00005 + C00080 <=> C21574 + C00006 + C00001,,C21573+C00005+C00080<=>C21574+C00006+C00001
10519,rn:R11664,,C02679 + C00083 + C00037 <=> C21573 + 2 C00001 + 2 C00011 + C00010,,C02679+C00083+C00037<=>C21573+C00001+C00011+C00010
10520,rn:R11665,,C12483 + C00229 <=> C21567 + C21097,2.3.1.-,C12483+C00229<=>C21567+C21097
10521,rn:R11666,"4-keto-2-undecylpyrroline, NADH: oxidoreductase",C21573 + C00004 + C00080 <=> C21574 + C00003 + C00001,,C21573+C00004+C00080<=>C21574+C00003+C00001
10522,rn:R11667,,C21567 + C00083 + C00065 <=> C21568 + C00010 + C00229 + 2 C00011 + C00001,,C21567+C00083+C00065<=>C21568+C00010+C00229+C00011+C00001
10523,rn:R11668,"4-hydroxy-2,2'-bipyrrole-5-methanal:NADP+ oxidoreductase",C21568 + C00006 <=> C21569 + C00005 + C00080,,C21568+C00006<=>C21569+C00005+C00080
10524,rn:R11669,"4-hydroxy-2,2'-bipyrrole-5-methanal:NAD+ oxidoreductase",C21568 + C00003 <=> C21569 + C00004 + C00080,,C21568+C00003<=>C21569+C00004+C00080
10525,rn:R11670,"S-adenosyl-L-methionine:4-Hydroxy-2,2'-bipyrrole-5-carbaldehyde 4-O-methyltransferase",C21569 + C00019 <=> C21570 + C00021,2.1.1.-,C21569+C00019<=>C21570+C00021
10526,rn:R11671,,C00083 + C00024 <=> C05223,,C00083+C00024<=>C05223
10527,rn:R11672,,C21139 + C00045 <=> C21571 + C00161,2.6.1.-,C21139+C00045<=>C21571+C00161
10528,rn:R11673,,C21570 + C21574 + C00002 <=> C12023 + C00008 + C00009,,C21570+C21574+C00002<=>C12023+C00008+C00009
10529,rn:R11674,"3-(3,4-dihydroxyphenyl)propanoyl-CoA:NAD+,ferredoxin oxidoreductase",C21175 + 2 C00003 + 2 C00138 <=> C00323 + 2 C00004 + 2 C00139,1.3.1.108,C21175+C00003+C00138<=>C00323+C00004+C00139
10530,rn:R11675,"butanoyl-CoA:NAD+, ferredoxin oxidoreductase",C00136 + 2 C00003 + 2 C00138 <=> C00877 + 2 C00004 + 2 C00139,1.3.1.109,C00136+C00003+C00138<=>C00877+C00004+C00139
10531,rn:R11676,"lactate:NAD+,ferredoxin oxidoreductase",C01432 + 2 C00003 + 2 C00138 <=> C00022 + 2 C00004 + 2 C00139,1.3.1.110,C01432+C00003+C00138<=>C00022+C00004+C00139
10532,rn:R11677,(2S)-3-sulfolactaldehyde:NAD+ oxidoreductase,C21181 + C00003 + C00001 <=> C11499 + C00004 + C00080,1.2.1.97,C21181+C00003+C00001<=>C11499+C00004+C00080
10533,rn:R11678,(2S)-3-sulfolactaldehyde:NADP+ oxidoreductase,C21181 + C00006 + C00001 <=> C11499 + C00005 + C00080,1.2.1.97,C21181+C00006+C00001<=>C11499+C00005+C00080
10534,rn:R11679,(S)-2-amino-6-oxohexanoate:NADP+ oxidoreductase (ATP-forming),C04076 + C00006 + C00020 + C00013 <=> C00956 + C00005 + C00080 + C00002,1.2.1.95,C04076+C00006+C00020+C00013<=>C00956+C00005+C00080+C00002
10535,rn:R11680,,C01277 + C00001 <=> C01194 + C00009,3.1.3.-,C01277+C00001<=>C01194+C00009
10536,rn:R11681,S-adenosyl-L-methionine:deacetylisoipecoside 6-O-methyltransferase,C07304 + C00019 <=> C21566 + C00021,2.1.1.-,C07304+C00019<=>C21566+C00021
10537,rn:R11682,6-O-methyldeacetylisoipecoside:beta-glucosidase,C21566 + C00001 <=> C00031 + C21583,3.2.1.-,C21566+C00001<=>C00031+C21583
10538,rn:R11683,,C21583 <=> C11816,,C21583<=>C11816
10539,rn:R11684,,C11816 + C03758 <=> C21584 + C00001,,C11816+C03758<=>C21584+C00001
10540,rn:R11685,S-adenosyl-L-methionine:7'-O-demethylcephaeline 7'-O-methyltransferase,C21584 + C00019 <=> C09390 + C00021,2.1.1.-,C21584+C00019<=>C09390+C00021
10541,rn:R11686,S-adenosyl-L-methionine:cephaeline O-methyltransferase,C09390 + C00019 <=> C09421 + C00021,2.1.1.-,C09390+C00019<=>C09421+C00021
10542,rn:R11687,"(S)-N-methylcanadine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (1-hydroxylating)",C02915 + C03024 + C00007 <=> C21586 + C03161 + C00001,1.14.14.166,C02915+C03024+C00007<=>C21586+C03161+C00001
10543,rn:R11688,"(S)-1-hydroxy-N-methylcanadine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (13-hydroxylating)",C21586 + C03024 + C00007 <=> C21587 + C03161 + C00001,1.14.14.163,C21586+C03024+C00007<=>C21587+C03161+C00001
10544,rn:R11689,"acetyl-CoA:(13S,14R)-1,13-dihydroxy-N-methylcanadine O-acetyltransferase",C21587 + C00024 <=> C21588 + C00010,2.3.1.285,C21587+C00024<=>C21588+C00010
10545,rn:R11690,"(13S,14R)-13-O-acetyl-1-hydroxy-N-methylcanadine 8-hydroxylase,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (8-hydroxylating)",C21588 + C03024 + C00007 <=> C21589 + C03161 + C00001,1.14.14.167,C21588+C03024+C00007<=>C21589+C03161+C00001
10546,rn:R11691,,C21589 <=> C21590 + C00080,,C21589<=>C21590+C00080
10547,rn:R11692,S-adenosyl-L-methionine:3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase,C21590 + C00019 <=> C21591 + C00021,2.1.1.352,C21590+C00019<=>C21591+C00021
10548,rn:R11693,3-O-acetylpapaveroxine acetatehydrolase,C21591 + C00001 <=> C20299 + C00033,3.1.1.105,C21591+C00001<=>C20299+C00033
10549,rn:R11694,4'-O-desmethyl-3-O-acetylpapaveroxine acetatehydrolase,C21590 + C00001 <=> C21599 + C00033,3.1.1.105,C21590+C00001<=>C21599+C00033
10550,rn:R11695,,C21599 <=> C21600,,C21599<=>C21600
10551,rn:R11696,narcotoline hemiacetal:NAD+ 1-oxidoreductase,C21600 + C00003 <=> C09593 + C00004 + C00080,1.1.1.415,C21600+C00003<=>C09593+C00004+C00080
10552,rn:R11697,S-adenosyl-L-methionine:3-(aminomethyl)indole N-methyltransferase (gramine-forming),2 C00019 + C21601 <=> 2 C00021 + C08304,2.1.1.340,C00019+C21601<=>C00021+C08304
10553,rn:R11698,S-adenosyl-L-methionine:3-(aminomethyl)indole N-methyltransferase,C00019 + C21601 <=> C00021 + C21602,2.1.1.340,C00019+C21601<=>C00021+C21602
10554,rn:R11699,S-adenosyl-L-methionine:(1H-Indol-3-yl)-N-methylmethanamine N-methyltransferase,C00019 + C21602 <=> C00021 + C08304,2.1.1.340,C00019+C21602<=>C00021+C08304
10555,rn:R11700,S-adenosyl-L-methionine:protoheme C-methyltransferase (anaerobilin-producing),2 C00019 + C00032 + 2 C02745 <=> C00021 + C00073 + C05198 + C21603 + C14818 + 2 C02869,2.1.1.342,C00019+C00032+C02745<=>C00021+C00073+C05198+C21603+C14818+C02869
10556,rn:R11701,"acetyl-CoA:(3S)-3,6-diaminohexanoate N6-acetyltransferase",C00024 + C01142 <=> C00010 + C21604,2.3.1.264,C00024+C01142<=>C00010+C21604
10557,rn:R11702,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining),C00096 + C01194 <=> C00035 + C21606,2.4.1.345,C00096+C01194<=>C00035+C21606
10558,rn:R11703,GDP-alpha-D-mannose:2-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol 6-alpha-D-mannosyltransferase (configuration-retaining),C00096 + C21606 <=> C00035 + C21607,2.4.1.346,C00096+C21606<=>C00035+C21607
10559,rn:R11704,GDP-alpha-D-mannose:2-O-(6-O-acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol 6-alpha-D-mannosyltransferase (configuration-retaining),C00096 + C21609 <=> C00035 + C21608,2.4.1.346,C00096+C21609<=>C00035+C21608
10560,rn:R11705,O-phospho-L-serine:L-glutamate N-(2S)-2-amino-2-carboxyethyltransferase,C01005 + C00025 <=> C21559 + C00009,2.5.1.140,C01005+C00025<=>C21559+C00009
10561,rn:R11706,ATP:3-dehydro-L-erythronate 4-phosphotransferase,C00002 + C21612 <=> C00008 + C21611,2.7.1.217,C00002+C21612<=>C00008+C21611
10562,rn:R11707,ATP:3-dehydro-D-erythronate 4-phosphotransferase;||ATP:3-dehydro-L-threonate 4-phosphotransferase,C00002 + C03064 <=> C00008 + C21610,2.7.1.217,C00002+C03064<=>C00008+C21610
10563,rn:R11708,acetyl-CoA:3-phosphonopyruvate C-acetyltransferase,C00024 + C00001 + C02798 <=> C21613 + C00010,2.3.3.19,C00024+C00001+C02798<=>C21613+C00010
10564,rn:R11709,,C20650 <=> C21582 + C00001,1.17.98.2,C20650<=>C21582+C00001
10565,rn:R11710,bacteriochlorophyllide-c:S-adenosyl-L-methionine oxidoreductase (C-7(1)-hydroxylating),2 C00019 + C18161 + C00001 <=> C21582 + 2 C05198 + 2 C00073,1.17.98.2,C00019+C18161+C00001<=>C21582+C05198+C00073
10566,rn:R11711,"L-arginine,reduced-flavodoxin:oxygen oxidoreductase (nitric-oxide-forming)",2 C00062 + 3 C02745 + 4 C00007 <=> 2 C00327 + 2 C00533 + 3 C02869 + 4 C00001,1.14.14.47,C00062+C02745+C00007<=>C00327+C00533+C02869+C00001
10567,rn:R11712,,2 C00062 + 2 C02745 + 2 C00007 <=> 2 C05933 + 2 C02869 + 2 C00001,1.14.14.47,C00062+C02745+C00007<=>C05933+C02869+C00001
10568,rn:R11713,,2 C05933 + C02745 + 2 C00007 <=> 2 C00327 + 2 C00533 + C02869 + 2 C00001,1.14.14.47,C05933+C02745+C00007<=>C00327+C00533+C02869+C00001
10569,rn:R11714,UDP-alpha-D-galactose:N-acetyl-beta-D-glucosaminyl-R 3-beta-D-galactosyltransferase,C00052 + C03518 <=> C00015 + C04656,2.4.1.86,C00052+C03518<=>C00015+C04656
10570,rn:R11715,CMP-N-acetyl-beta-neuraminate:a beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-R alpha-(2->3)-N-acetylneuraminyltransferase (configuration-inverting),C00128 + C04656 <=> C00055 + C04885,2.4.99.2,C00128+C04656<=>C00055+C04885
10571,rn:R11716,3-dehydro-4-phospho-L-erythronate carboxy-lyase,C21611 <=> C00111 + C00011,4.1.1.104,C21611<=>C00111+C00011
10572,rn:R11717,3-dehydro-4-phospho-D-erythronate carboxy-lyase,C21610 <=> C00111 + C00011,4.1.1.104,C21610<=>C00111+C00011
10573,rn:R11718,"7,8-dihydroneopterin-3'-phosphate glycolaldehyde-phosphate-lyase [6-(hydroxymethyl)-7,8-dihydropterin-forming]",C05925 <=> C01300 + C21614,4.1.2.59,C05925<=>C01300+C21614
10574,rn:R11719,"7,8-dihydroneopterin-3'-triphosphate glycolaldehyde-phosphate-lyase [6-(hydroxymethyl)-7,8-dihydropterin-forming]",C04895 <=> C01300 + C21615,4.1.2.60,C04895<=>C01300+C21615
10575,rn:R11720,fructoselysine 3-epimerase,C16488 <=> C21616,5.1.3.41,C16488<=>C21616
10576,rn:R11721,2-dehydro-L-erythronate isomerase,C21618 <=> C21612,5.3.1.35,C21618<=>C21612
10577,rn:R11722,2-dehydro-D-erythronate isomerase,C21617 <=> C03064,5.3.1.35,C21617<=>C03064
10578,rn:R11723,L-isoleucine:acetoacetyl-CoA ligase (tenuazonic acid-forming),C00002 + C00407 + C00332 <=> C00020 + C00013 + C08511 + C00010,6.3.2.50,C00002+C00407+C00332<=>C00020+C00013+C08511+C00010
10579,rn:R11724,4-phospho-D-threonate:NAD+ 3-oxidoreductase,C21585 + C00003 <=> C00111 + C00004 + C00011 + C00080,1.1.1.408,C21585+C00003<=>C00111+C00004+C00011+C00080
10580,rn:R11726,4-phospho-D-erythronate:NAD+ 3-oxidoreductase,C03393 + C00003 <=> C00111 + C00011 + C00004 + C00080,1.1.1.409,C03393+C00003<=>C00111+C00011+C00004+C00080
10581,rn:R11730,"(indol-3-yl)acetate,NADH:oxygen oxidoreductase (2-hydroxylating)",C00954 + C00004 + C00080 + C00007 <=> C21619 + C00003 + C00001,1.14.13.235,C00954+C00004+C00080+C00007<=>C21619+C00003+C00001
10582,rn:R11731,S-adenosyl-L-methionine:(S)-Norreticuline 7-O-methyltransferase,C06520 + C00019 <=> C21630 + C00021,2.1.1.-,C06520+C00019<=>C21630+C00021
10583,rn:R11732,"(E)-phenylacetaldehyde oxime,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C19714 + C03024 + C00007 <=> C00561 + C03161 + 2 C00001,1.14.14.44,C19714+C03024+C00007<=>C00561+C03161+C00001
10584,rn:R11733,"phenylacetonitrile,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase [(R)-mandelonitrile-forming]",C16074 + C03024 + C00007 <=> C00561 + C03161 + C00001,"1.14.14.44,1.14.14.77",C16074+C03024+C00007<=>C00561+C03161+C00001
10585,rn:R11734,"(E)-indol-3-ylacetaldoxime,[reduced NADPH---hemoprotein reductase],glutathione:oxygen oxidoreductase (oxime-hydroxylating)",C02937 + C03024 + C00051 + C00007 <=> C21620 + C03161 + 2 C00001,1.14.14.45,C02937+C03024+C00051+C00007<=>C21620+C03161+C00001
10586,rn:R11735,,C02937 + C03024 + C00007 <=> C17204 + C03161 + C00001,1.14.14.45,C02937+C03024+C00007<=>C17204+C03161+C00001
10587,rn:R11736,,C17204 + C00051 <=> C21620 + C00001,1.14.14.45,C17204+C00051<=>C21620+C00001
10588,rn:R11737,"(E)-phenylacetaldehyde oxime,[reduced NADPH---hemoprotein reductase],glutathione:oxygen oxidoreductase (oxime-hydroxylating)",C19714 + C03024 + C00051 + C00007 <=> C21622 + C03161 + 2 C00001,1.14.14.45,C19714+C03024+C00051+C00007<=>C21622+C03161+C00001
10589,rn:R11738,,C19714 + C03024 + C00007 <=> C21623 + C03161 + C00001,1.14.14.45,C19714+C03024+C00007<=>C21623+C03161+C00001
10590,rn:R11739,,C21623 + C00051 <=> C21622 + C00001,1.14.14.45,C21623+C00051<=>C21622+C00001
10591,rn:R11740,,C21630 + C00019 <=> C21631 + C00021,,C21630+C00019<=>C21631+C00021
10592,rn:R11741,"protoheme,donor:oxygen oxidoreductase (mycobilin-producing)",C00032 + 3 C00030 + 3 C00007 <=> C21624 + C14818 + 3 C00028 + 3 C00001,1.14.99.57,C00032+C00030+C00007<=>C21624+C14818+C00028+C00001
10593,rn:R11742,"protoheme,donor:oxygen oxidoreductase (mycobilin-producing)",C00032 + 3 C00030 + 3 C00007 <=> C21625 + C14818 + 3 C00028 + 3 C00001,1.14.99.57,C00032+C00030+C00007<=>C21625+C14818+C00028+C00001
10594,rn:R11743,formylmethanofuran:ferredoxin oxidoreductase,C21629 + 2 C00139 + C00001 <=> C21621 + 2 C00138 + C00011 + 2 C00080,1.2.7.12,C21629+C00139+C00001<=>C21621+C00138+C00011+C00080
10595,rn:R11744,N-phenylhydroxylamine:NADP+ oxidoreductase,C02720 + 2 C00006 + C00001 <=> C06813 + 2 C00005 + 2 C00080,1.7.1.16,C02720+C00006+C00001<=>C06813+C00005+C00080
10596,rn:R11745,"cellulose, hydrogen-donor:oxygen oxidoreductase (D-glucosyl C1-hydroxylating)",C00760(n+m) + C00030 + C00007 <=> C21626 + C00760(m) + C00028 + C00001,1.14.99.54,C00760+C00030+C00007<=>C21626+C00760+C00028+C00001
10597,rn:R11747,"cellulose, hydrogen-donor:oxygen oxidoreductase (D-glucosyl 4-dehydrogenating)",C00760(n+m) + C00030 + C00007 <=> C21628 + C00760(m) + C00028 + C00001,1.14.99.56,C00760+C00030+C00007<=>C21628+C00760+C00028+C00001
10598,rn:R11748,(S)-tetrahydropapaverine:oxygen oxidoreductase,C21631 + 2 C00007 <=> C06533 + 2 C00027,1.3.3.8,C21631+C00007<=>C06533+C00027
10599,rn:R11749,trans-aconitate decarboxylase,C02341 <=> C00490 + C00011,4.1.1.113,C02341<=>C00490+C00011
10600,rn:R11750,,C00490 <=> C21632,,C00490<=>C21632
10601,rn:R11751,,C21634 + C00005 + C00080 <=> C16701 + C00006,1.4.1.-,C21634+C00005+C00080<=>C16701+C00006
10602,rn:R11752,,C21633 <=> C08521,,C21633<=>C08521
10603,rn:R11753,,C08521 <=> C08532,,C08521<=>C08532
10604,rn:R11754,,C21406 <=> C21635,,C21406<=>C21635
10605,rn:R11756,,C21406 <=> C21637,,C21406<=>C21637
10606,rn:R11758,,C21405 <=> C21639,,C21405<=>C21639
10607,rn:R11759,,C21405 <=> C12180,,C21405<=>C12180
10608,rn:R11760,,C12180 <=> C12193,,C12180<=>C12193
10609,rn:R11761,,C12193 <=> C08527,,C12193<=>C08527
10610,rn:R11762,,C04244 <=> C21640,1.1.1.153,C04244<=>C21640
10611,rn:R11763,6-(1'-hydroxy-2'-oxopropyl)-tetrahydropterin:NADP+ oxidoreductase,C21640 + C00006 <=> C03684 + C00005 + C00080,"1.1.1.153,1.1.1.213",C21640+C00006<=>C03684+C00005+C00080
10612,rn:R11764,tetrahydrobiopterin:NADP+ oxidoreductase [6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin-forming],C00272 + C00006 <=> C21640 + C00005 + C00080,1.1.1.21,C00272+C00006<=>C21640+C00005+C00080
10613,rn:R11765,"tetrahydrobiopterin:NADP+ oxidoreductase (7,8-dihydrobiopterin-forming)",C00272 + C00006 <=> C02953 + C00005 + C00080,"1.5.1.3,1.5.1.33",C00272+C00006<=>C02953+C00005+C00080
10614,rn:R11766,,C04244 <=> C00835,,C04244<=>C00835
10615,rn:R11767,,C00268 <=> C02953,,C00268<=>C02953
10616,rn:R11768,"2,5-dioxopentanoate:NAD+ 5-oxidoreductase",C00433 + C00003 + C00001 <=> C00026 + C00004 + C00080,1.2.1.-,C00433+C00003+C00001<=>C00026+C00004+C00080
10617,rn:R11769,,C19682 <=> C14144,,C19682<=>C14144
10618,rn:R11770,,C00691 + C00003 <=> C21643 + C00004 + C00080,1.1.1.-,C00691+C00003<=>C21643+C00004+C00080
10619,rn:R11771,,C21643 + C00001 <=> C21644,3.7.1.-,C21643+C00001<=>C21644
10620,rn:R11772,,C21644 <=> C00558,5.1.-.-,C21644<=>C00558
10621,rn:R11773,propionyl-CoA:succinate CoA transferase,C00100 + C00042 <=> C00091 + C00163,2.8.3.-,C00100+C00042<=>C00091+C00163
10622,rn:R11774,"(2R,3S)-2-alkyl-3-hydroxyalkanoate:NADP+ oxidoreductase",C21645 + C00006 <=> C21651 + C00005 + C00080,1.1.1.412,C21645+C00006<=>C21651+C00005+C00080
10623,rn:R11775,"(2R,3S)-2-alkyl-3-hydroxyalkanoate ligase (beta-lactone,AMP-forming)",C21645 + C00002 <=> C21657 + C00020 + C00013,6.1.3.1,C21645+C00002<=>C21657+C00020+C00013
10624,rn:R11776,"(3R,4R)-3-[(1S)-1-hydroxyalkyl]-4-(hydroxymethyl)oxolan-2-one:NADP+ 1'-oxidoreductase",C21666 + C00006 <=> C21668 + C00005 + C00080,1.1.1.413,C21666+C00006<=>C21668+C00005+C00080
10625,rn:R11777,"(3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine:acceptor oxidoreductase",C04578 + C00028 <=> C21678 + C00030,1.1.99.41,C04578+C00028<=>C21678+C00030
10626,rn:R11778,"S-adenosyl-L-methionine:8-amino-8-demethylriboflavin N,N-dimethyltransferase",2 C00019 + C21646 <=> 2 C00021 + C21647,2.1.1.343,C00019+C21646<=>C00021+C21647
10627,rn:R11779,S-adenosyl-L-methionine:8-amino-8-demethylriboflavin N-methyltransferase,C00019 + C21646 <=> C00021 + C21648,2.1.1.343,C00019+C21646<=>C00021+C21648
10628,rn:R11780,S-adenosyl-L-methionine:8-demethyl-8-(methylamino)riboflavin N-methyltransferase,C00019 + C21648 <=> C00021 + C21647,2.1.1.343,C00019+C21648<=>C00021+C21647
10629,rn:R11781,"acyl-CoA:2,6-di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol acyltransferase",C00040 + C21607 <=> C00010 + C21608,2.3.1.265,C00040+C21607<=>C00010+C21608
10630,rn:R11782,acyl-CoA:2-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol acyltransferase,C00040 + C21606 <=> C00010 + C21609,2.3.1.265,C00040+C21606<=>C00010+C21609
10631,rn:R11783,ADP-alpha-D-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase (configuration-retaining),C00498 + C00092 <=> C00008 + C00689,2.4.1.347,C00498+C00092<=>C00008+C00689
10632,rn:R11784,ATP:D-threonate 4-phosphotransferase,C00002 + C21649 <=> C00008 + C21585,2.7.1.219,C00002+C21649<=>C00008+C21585
10633,rn:R11785,N-acetyl-D-muramate 6-phosphate phosphohydrolase,C16698 + C00001 <=> C02713 + C00009,3.1.3.105,C16698+C00001<=>C02713+C00009
10634,rn:R11786,"(ribonucleotide)n-2',3'-cyclic phosphate 3'-nucleotidohydrolase",C04312 + C00001 <=> C21652,3.1.4.58,C04312+C00001<=>C21652
10635,rn:R11787,(+)-kolavenyl-diphosphate diphosphohydrolase,C21654 + C00001 <=> C21653 + C00013,3.1.7.12,C21654+C00001<=>C21653+C00013
10636,rn:R11788,"1,3-alpha-isomaltohydrolase (configuration-retaining)",C21655 + 2 C00001 <=> 2 C00252,3.2.1.204,C21655+C00001<=>C00252
10637,rn:R11789,"1,3-alpha-isomaltohydrolase (configuration-retaining)",C21655 + C00001 <=> C21659,3.2.1.204,C21655+C00001<=>C21659
10638,rn:R11790,"1,3-alpha-isomaltohydrolase (configuration-retaining)",C21659 + C00001 <=> 2 C00252,3.2.1.204,C21659+C00001<=>C00252
10639,rn:R11791,isomaltose 6-alpha-glucohydrolase (configuration-inverting),C00252 + C00001 <=> C00221 + C00031,3.2.1.205,C00252+C00001<=>C00221+C00031
10640,rn:R11792,(E)-1-(glutathione-S-yl)-omega-(methylthio)alkylhydroximate gamma-glutamylhydrolase,C21539 + C00001 <=> C21662 + C00025,3.4.19.16,C21539+C00001<=>C21662+C00025
10641,rn:R11793,S-[(E)-N-hydroxy(indol-3-yl)acetimidoyl]-L-glutathione gamma-glutamylhydrolase,C21620 + C00001 <=> C21663 + C00025,3.4.19.16,C21620+C00001<=>C21663+C00025
10642,rn:R11794,(glutathione-S-yl)(1H-indol-3-yl)acetonitrile gamma-glutamylhydrolase,C21664 + C00001 <=> C21665 + C00025,3.4.19.16,C21664+C00001<=>C21665+C00025
10643,rn:R11795,S-[(Z)-N-hydroxy(phenyl)acetimidoyl]-L-glutathione gamma-glutamylhydrolase,C21622 + C00001 <=> C21667 + C00025,3.4.19.16,C21622+C00001<=>C21667+C00025
10644,rn:R11796,3'-phosphoadenylyl-sulfate:12-hydroxyjasmonate sulfotransferase,C00053 + C21669 <=> C00054 + C21671,2.8.2.39,C00053+C21669<=>C00054+C21671
10645,rn:R11797,S-adenosyl-L-methionine:ornithine-lipid N-methyltransferase,3 C00019 + C21672 <=> 3 C00021 + C21675,2.1.1.344,C00019+C21672<=>C00021+C21675
10646,rn:R11798,S-adenosyl-L-methionine:ornithine-lipid N-methyltransferase,C00019 + C21672 <=> C00021 + C21673,2.1.1.344,C00019+C21672<=>C00021+C21673
10647,rn:R11799,S-adenosyl-L-methionine:N-methylornithine-lipid N-methyltransferase,C00019 + C21673 <=> C00021 + C21674,2.1.1.344,C00019+C21673<=>C00021+C21674
10648,rn:R11800,"S-adenosyl-L-methionine:N,N-dimethylornithine-lipid N-methyltransferase",C00019 + C21674 <=> C00021 + C21675,2.1.1.344,C00019+C21674<=>C00021+C21675
10649,rn:R11801,L-ornithine Nalpha-(3R)-3-hydroxy-acyltransferase,C00077 + C01271 <=> C21680 + C00229,2.3.2.30,C00077+C01271<=>C21680+C00229
10650,rn:R11802,"(3R)-3-hydroxy-2,3-dihydrotabersonine:acceptor oxidoreductase",C21682 + C00028 <=> C21683 + C00030,1.1.99.41,C21682+C00028<=>C21683+C00030
10651,rn:R11803,ATP:D-erythronate 4-phosphotransferase,C00002 + C21593 <=> C00008 + C03393,2.7.1.220,C00002+C21593<=>C00008+C03393
10652,rn:R11804,"omega-(methylthio)alkyl-glucosinolate,NADPH:oxygen S-oxidoreductase",C21691 + C00005 + C00080 + C00007 <=> C21692 + C00006 + C00001,1.14.13.237,C21691+C00005+C00080+C00007<=>C21692+C00006+C00001
10653,rn:R11805,"dimethylamine,NADPH:oxygen oxidoreductase (formaldehyde-forming)",C00543 + C00005 + C00080 + C00007 <=> C00218 + C00067 + C00006 + C00001,1.14.13.238,C00543+C00005+C00080+C00007<=>C00218+C00067+C00006+C00001
10654,rn:R11806,"jasmonoyl-L-amino acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12-hydroxylating)",C21509 + C03024 + C00007 <=> C21696 + C03161 + C00001,1.14.14.48,C21509+C03024+C00007<=>C21696+C03161+C00001
10655,rn:R11807,"12-hydroxyjasmonoyl-L-amino acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12-hydroxylating)",C21696 + 2 C03024 + 2 C00007 <=> C21697 + 2 C03161 + 3 C00001,1.14.14.49,C21696+C03024+C00007<=>C21697+C03161+C00001
10656,rn:R11808,,C21696 + C03024 + C00007 <=> C21699 + C03161 + 2 C00001,1.14.14.49,C21696+C03024+C00007<=>C21699+C03161+C00001
10657,rn:R11809,,C21699 + C03024 + C00007 <=> C21697 + C03161 + C00001,1.14.14.49,C21699+C03024+C00007<=>C21697+C03161+C00001
10658,rn:R11810,"16-methoxytabersonine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",C11675 + C03024 + C00007 <=> C21678 + C03161 + C00001,1.14.14.50,C11675+C03024+C00007<=>C21678+C03161+C00001
10659,rn:R11811,"tabersonine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",C09244 + C03024 + C00007 <=> C21683 + C03161 + C00001,1.14.14.50,C09244+C03024+C00007<=>C21683+C03161+C00001
10660,rn:R11812,"butachlor,ferredoxin:oxygen oxidoreductase (butyl formate-releasing)",C10931 + 2 C00138 + C00007 <=> C21712 + C21713 + 2 C00139 + C00001,1.14.15.23,C10931+C00138+C00007<=>C21712+C21713+C00139+C00001
